74
13491 325
1152 20060 +
296 1027 -
902 -19929 -
19 -5458 +
354 -66332 -
985 59072 -
1488 66899 -
1020 -99741 +
74 -18136 -
1083 1874 -
984 -6603 -
480 76600 +
1363 -36574 -
551 91167 -
243 -78692 -
1040 67957 +
768 59698 +
801 42084 +
544 -67419 +
767 -470 +
30 41024 -
48 -51796 +
1268 -93106 -
1320 88217 +
1129 24519 -
1540 93835 -
263 40707 +
45 29208 +
1102 17802 -
266 34744 +
356 -44403 +
953 -69576 +
213 96217 +
324 -37513 -
369 93377 +
797 38723 +
295 97097 +
351 -23930 +
336 8416 +
1481 -88376 -
850 59751 -
1072 -86643 -
488 -86967 +
735 -48338 -
1237 70807 +
417 32274 +
636 57856 -
692 -90271 -
192 -62613 -
1288 -93432 +
1075 4117 -
617 77919 -
1522 -77926 +
312 -27063 +
99 34668 -
851 -49005 +
1281 -16545 +
174 32282 +
1365 -72272 -
475 -52806 +
1280 43782 +
52 22147 +
1129 83955 -
429 28706 -
546 -33863 +
500 64888 +
628 -30035 +
1313 -33752 +
1190 49939 +
485 -68476 -
1074 26872 +
111 16041 -
341 -40138 +
746 -44982 +
160 -81167 +
1006 -30011 -
783 -95563 -
598 21881 -
1404 98016 +
171 -74495 -
371 8901 +
270 -87108 +
679 83488 +
1184 -33101 -
1370 -71249 +
850 63833 +
273 70201 -
609 59559 -
1368 -62115 +
1206 21255 -
555 79817 +
736 91210 -
497 -80862 +
1520 73087 +
764 23000 -
238 -27249 +
713 55474 +
1226 77756 -
818 58908 +
452 -84227 -
751 -25080 +
923 8424 -
1017 69785 -
1068 -92734 +
1003 5026 +
87 98327 +
1192 7871 -
1208 -11818 -
191 16357 +
295 -67046 -
1362 -25807 +
1499 -27027 -
1266 -64668 -
358 -83459 -
556 -20274 -
1006 91058 +
380 -24078 +
131 -69769 +
1111 -80081 -
900 -91552 +
383 53814 -
1366 45352 +
1392 -91005 -
391 -21789 +
1516 -26288 -
547 41478 +
1048 56483 +
1450 -40567 +
1009 49350 +
946 -5577 +
1432 -96329 -
373 -68246 -
1029 44550 -
908 77257 -
1238 67897 +
1212 14501 -
200 -46496 -
743 39695 -
333 66751 -
234 55322 +
401 78757 -
448 -28541 +
1 96641 +
1176 -16260 +
767 -62170 +
118 -63557 -
733 -6972 -
1148 -63390 -
1091 46467 +
1349 -18565 -
775 -39721 -
15 -88845 +
504 -74746 -
1396 -50295 +
442 -15657 -
51 -80442 -
78 -78587 -
1213 15391 -
829 -84759 -
447 41215 -
1411 -12613 +
1548 64668 +
1043 2663 +
700 45620 +
310 -18181 -
1048 9111 -
904 -84477 -
1383 89684 +
1348 64086 -
1369 7024 -
37 -92282 -
1384 -55429 +
1276 34967 -
276 -44290 +
1540 4862 +
920 -52423 -
209 41714 +
1306 -17266 +
729 40617 -
1271 -11925 +
1507 -6894 +
57 -15612 +
596 87486 +
1514 61313 -
1442 -85063 +
608 -53461 +
1385 -83855 -
1434 58305 -
1396 -71809 -
1078 -73453 -
1387 -8544 -
1164 74768 -
518 81358 +
28 -93460 -
98 -65123 +
1104 8280 -
276 -59185 -
302 23343 +
976 -49721 -
1334 -48043 +
1224 -9418 -
789 -35134 +
715 -65662 -
1108 -1941 -
1417 43000 +
1371 -95782 +
1114 99026 +
925 26116 -
1298 -55805 -
1274 77777 -
1420 -4927 +
1323 12584 +
114 -44015 -
80 61854 +
574 24241 -
1123 -41109 +
678 57141 +
581 -886 +
106 -24655 -
884 76577 +
1099 75581 -
870 -75548 +
1252 91654 -
100 -29047 +
120 51825 +
583 -3164 -
1291 -90199 +
68 -10693 +
80 -1031 +
1543 37241 -
1216 -12726 +
626 -44990 -
987 89883 +
1068 -89568 -
1019 -8645 -
906 52979 +
1106 42744 +
1041 -17670 -
83 46255 -
504 -78585 -
1408 -47527 -
1120 -40464 -
147 48167 +
1443 43045 -
786 3861 -
1517 -71665 +
171 3070 +
1111 -48293 +
588 11847 +
327 50837 +
53045 845
18156 53747 -
29914 -28389 -
15981 76534 -
41708 84740 -
33882 -88175 -
12205 -61345 -
697 -46597 -
12952 22814 +
41230 -14359 -
9211 20574 -
13318 -72161 +
42347 15468 +
33776 5562 +
37810 -61764 +
21971 -33533 +
28844 -34332 +
4412 -38434 +
35830 2051 +
43492 -29110 +
23696 -45307 +
16471 48640 +
8637 75001 -
21168 -73866 +
34369 -32025 -
52316 -79674 +
1107 1576 +
15038 62343 +
1587 -63642 -
14805 55042 +
46109 72365 -
13906 64625 -
24731 780 -
17530 85121 -
40979 44411 -
21024 23518 +
25954 33745 -
10628 -25859 -
36591 49773 -
34621 19846 +
41781 64056 -
6781 -14261 +
39345 -20239 -
10343 -41386 -
22024 87737 -
47609 23285 +
33823 51583 -
4744 -88934 -
33231 -26388 +
23752 -58215 -
24795 -82263 +
36619 32576 -
20736 -909 +
8921 -38429 -
18155 57934 +
23339 69881 -
27340 7234 +
9929 -23220 -
11854 -79885 +
9796 14097 -
3122 -47959 +
15623 -23056 +
30191 95881 +
14175 -46220 -
22477 31761 +
7750 21867 +
33453 48143 +
21400 -17717 -
42714 10249 +
38848 -83625 -
38216 86706 +
43891 -47204 -
42518 69480 +
32642 -94173 -
23394 -57458 -
5807 -23214 -
41718 -77795 -
50581 58834 -
31649 -68619 -
34353 -1727 -
49043 -42715 +
47851 -8829 -
1359 55274 -
24540 35435 +
767 -70263 -
858 72116 -
42337 -99847 +
24106 -20206 +
22572 -98304 +
46695 44592 +
15779 -39395 -
14322 33393 -
31740 15501 -
7745 83742 -
14173 -68975 -
32216 -53596 +
27029 28700 +
10357 28958 +
19096 -54708 -
14942 -44212 +
33173 -76737 +
17465 76241 +
6206 -84214 -
19711 -71720 -
27132 92326 +
6468 -81289 -
16164 50411 -
8615 90313 +
21331 77646 -
33346 -86098 +
39999 64174 +
10057 10190 -
34622 -41461 -
23300 31227 -
5002 80306 +
24658 -1694 -
19125 5889 -
36877 -47725 -
41516 79376 +
29440 -92982 +
33722 -62704 -
17049 -87641 +
34490 12610 +
20825 44067 +
47383 92253 -
9182 75043 -
38775 61627 -
45281 -58989 +
51280 4145 -
52351 -23733 +
22498 -97943 -
20209 -66440 -
6213 -96501 +
11519 -4682 +
49191 -23167 +
8892 75684 +
628 -83546 -
47316 -13361 -
48213 -83155 -
26916 82872 -
24356 37364 -
44324 32636 +
40729 96939 -
9161 71520 -
14660 -83138 -
30445 -32328 -
43635 -70991 +
45908 -35907 +
10688 98344 +
33739 12417 -
169 50836 +
4929 1150 -
52883 -13687 +
21990 -87451 -
51663 -88599 -
43481 -87526 -
27815 -19060 -
47376 -91663 +
33170 -1339 -
32934 71237 +
36122 8253 -
24171 89510 +
52809 38787 -
38845 21158 -
23519 -20692 -
43666 41658 -
37702 -39078 -
52896 61865 +
36596 -57001 +
9832 4767 +
45660 97885 +
44026 35146 +
5124 -21809 -
41999 -23575 +
52868 -26021 +
50382 95549 -
49085 -46277 +
32545 54070 +
23953 -30263 -
23717 -11522 +
33658 -79448 -
15431 -93728 -
38947 13517 -
18690 -15746 -
49636 -27654 -
44283 -52909 -
11604 9006 -
28136 -13342 +
51933 15673 +
4289 -51503 +
50676 -98234 -
11821 -87233 -
15859 82921 -
37387 55568 +
44262 55570 +
16636 1814 +
3992 -458 +
27630 12389 -
8030 3683 +
28589 -46437 -
37583 -90398 +
31890 -76392 -
38218 82314 +
19222 -83232 +
3663 -20762 +
28184 -70796 -
5186 -79646 -
36325 2566 -
2970 90590 -
43177 -18862 -
30329 84109 -
37081 -71013 -
5336 3669 -
17096 -71195 +
20102 -28661 -
16035 -66762 +
44310 41272 -
20800 44340 +
33529 37015 +
28613 55713 -
46777 -95378 +
17041 -78440 +
15873 46699 -
43525 86640 +
29293 -38284 +
18743 43981 -
34289 55413 +
36040 39839 -
37151 -93279 +
51293 87510 +
37175 -35434 -
6466 41786 -
2822 -87960 +
32065 -81377 -
28188 95968 -
42816 -57455 +
3727 67198 -
39288 75199 +
36555 70984 +
26547 93768 +
52275 72583 +
23292 -72845 -
11815 -50163 -
24300 43946 +
21365 33086 +
46090 -55738 +
18736 31540 +
18727 -97571 -
29723 -97315 -
929 -12095 -
26588 18088 -
14047 32169 -
46532 -4328 +
48580 72713 -
9178 -36649 +
41507 25936 +
16761 -37349 +
2150 -18538 +
9739 -73321 +
5785 -47437 +
38273 74043 -
19434 90005 -
556 26070 -
22063 54091 +
17092 42560 +
13753 7889 -
38612 70807 +
44405 -64603 -
44592 -1786 +
840 10489 -
17919 -78694 +
850 -51357 -
37157 -55002 +
16746 80253 -
52618 -55256 +
42941 -59104 -
20958 -8362 -
39293 -71153 -
4767 12956 -
37933 -26009 -
34188 -87810 -
40662 -79265 -
27337 60620 +
48342 -71154 -
35768 -46160 +
41732 -43975 -
1431 65327 -
43710 -52739 +
5326 48736 +
22521 98476 -
9044 26703 +
47619 -43608 +
21050 98421 -
20483 91837 +
3965 -58369 +
25419 -1632 +
25275 37377 +
18 -11560 -
26143 -79961 -
15085 42011 -
24849 -2038 -
11871 -50213 -
17188 -59861 +
31286 37095 +
47736 86411 -
31332 -66746 +
9243 -50604 +
29724 67029 +
23797 69281 -
32775 91471 +
32879 -45292 +
29566 -79063 -
12708 -41912 +
32018 -85512 -
30576 61242 +
28693 -72126 -
5901 27499 +
21539 39554 -
12250 -430 +
47650 15831 +
7724 -81110 -
26816 -54557 -
37180 62061 +
3577 31087 +
6316 -47269 -
32063 -61267 +
32861 13024 +
36360 -42384 +
20377 -76524 +
17781 -64931 -
42111 77373 +
28583 92760 +
22031 90281 -
43345 -3374 +
1526 1319 +
49126 45462 -
19174 -51537 +
25053 -48452 +
39965 -62070 -
50322 54102 +
45045 -9529 +
42647 -87138 -
42313 -37967 -
31803 21974 +
21106 80519 -
949 -20258 -
20696 54443 +
17656 -31870 +
9402 -14331 +
11526 -67682 +
32856 31347 +
13077 71516 +
21776 -57687 -
15670 99785 +
10450 70769 +
6400 -58997 +
24972 -85687 +
48451 -56765 -
33664 41132 +
16221 -25949 +
19478 -42895 +
7508 -20696 +
15240 91718 +
19897 -1577 -
17628 -88973 -
11969 67110 +
49356 31981 +
2016 -71840 -
31629 -69991 +
9209 53058 -
38240 -79131 +
23123 75873 +
43577 -42117 +
42360 -9374 -
36933 -28906 -
48426 -7064 +
40108 -68631 -
19930 -14257 +
17136 99750 -
48940 19904 -
37649 37657 -
40985 75372 -
14211 -10263 +
30393 92790 -
29093 89914 -
6785 -63105 +
3841 38224 -
43247 61624 +
12334 -53888 -
23319 -58165 -
39771 -18606 +
11190 -23298 +
44153 74109 -
25320 -45680 +
20128 25175 +
17647 -17506 +
23719 20096 -
50521 -76967 -
21086 94251 +
29043 97820 +
52016 -94300 +
40048 -54395 -
48032 -75619 +
36942 12592 +
11016 33849 -
23158 24089 +
41344 -16497 -
27476 64669 -
3946 -82843 -
18231 -19380 +
3188 -68915 +
36471 -39981 +
42642 51962 +
30652 -38853 -
13259 -98481 +
9009 -50483 +
30755 -99761 -
40332 19790 +
43951 55295 +
44474 63895 +
33167 86056 -
43761 -24722 -
50870 57926 -
29269 81329 -
19510 -61721 +
12519 -24968 +
13489 98366 -
12308 119 -
8450 -12713 -
32209 -52391 -
8198 -42624 +
38758 -88017 -
14056 13843 -
22870 11569 +
36041 -22730 -
28927 -47869 +
15275 15233 +
25901 -48286 -
36671 -81761 +
4352 20521 +
49407 75666 -
19945 -38202 +
19448 -14411 +
13584 26184 -
41385 80799 +
32102 -41883 +
42846 -29035 -
30096 71511 +
48094 -28167 +
36018 -69602 +
7363 -35373 +
44060 -69081 -
5415 13690 -
7172 83402 +
28613 6286 +
17579 58987 -
31977 -26575 +
49455 -85406 -
51938 -31004 -
15052 -3458 +
39010 27379 -
3171 25434 +
42731 -87889 +
37896 37927 +
22434 -64460 -
42896 -81810 +
20093 -98660 +
45072 -30893 -
6665 -41129 +
17617 -41018 -
2285 6381 +
38913 41774 +
22097 59178 +
5055 83199 +
20908 58923 +
9677 -43172 -
17812 -29805 +
21710 -60777 +
27697 -2366 +
18826 -7022 -
6550 -46541 +
50668 34423 +
8420 -26072 -
50602 -72875 -
24545 86677 +
26039 85568 +
36218 -57254 +
10332 40708 +
32551 82991 +
43947 60750 -
29319 93703 -
16186 30203 +
1767 -95347 +
52730 -52898 +
33539 -18591 +
32967 67950 +
31554 -99588 +
43771 -831 -
13289 -75322 +
47843 7202 -
9143 -15672 -
32072 -75632 +
46033 79464 -
43048 6902 -
35502 -17545 +
26928 -85596 +
33872 -8118 -
49084 85811 -
430 88049 -
8429 52433 -
21563 -96765 +
10562 -75532 -
9399 5861 -
50694 3712 -
33584 -29224 -
14582 -71089 -
46461 -84205 -
40006 6817 -
51926 -2750 +
17942 77971 -
33436 -64131 +
16770 58381 -
34357 31669 -
16416 34956 -
19888 -61089 -
25329 26806 +
45373 97301 -
3318 17005 +
5680 -15126 -
7865 14648 +
1843 -95299 +
36787 37785 -
43935 82332 +
10601 90315 +
14985 38310 +
15815 -96009 -
10444 36819 -
37857 63491 +
20795 -59552 -
17394 27425 -
47043 72614 -
43810 -68134 +
3920 -25501 -
8403 70293 -
13714 17 +
23726 -65628 -
6607 -80845 -
27090 76718 -
28909 10396 +
29988 -80190 -
32437 42633 +
41357 2212 -
26236 -88493 +
7977 64161 -
49434 62562 +
52315 27643 -
41672 70167 +
6503 53509 +
34010 -95632 -
1796 91799 -
33459 74189 +
15018 50817 +
1720 38619 -
24681 86343 -
20624 -5221 -
39684 88582 +
36219 85519 +
49121 7774 +
52216 85584 -
10014 -9821 +
36222 -99868 +
12477 -3619 -
29894 -39795 +
48162 84806 +
49003 58240 -
38737 17231 +
38431 -19870 +
31726 91764 +
3606 38081 +
14173 49083 +
12186 -28183 -
45014 25359 +
37295 79998 -
45090 41576 +
5845 -4074 +
14650 30123 +
21273 21960 +
42928 46688 -
15622 -98658 +
11096 -12154 +
41026 43287 -
52552 -17412 +
45881 -97119 -
34234 47891 -
47825 -37512 -
28099 -50755 -
49078 29503 -
7328 -89317 +
4837 628 -
14675 -70369 -
35231 13201 +
40551 18684 +
44204 -14190 +
30300 -3207 +
9011 -94723 -
37243 54726 +
4307 3426 -
5708 3753 +
44374 79820 +
144 70268 +
43127 40992 -
46430 -42778 +
16273 48696 -
36739 92360 +
4284 -91045 +
48603 79811 -
41399 1548 -
2270 -69006 -
6516 24047 +
48767 -2086 -
34756 35423 -
26698 -26637 -
916 -76005 -
17787 -22676 +
16287 41894 +
14738 -87181 +
1085 24939 -
39560 -5697 +
11645 -9399 +
49385 -27021 +
33183 27604 -
8286 -35677 -
15110 -13195 +
50280 41994 -
30056 57017 -
36173 -85295 -
4737 -33726 -
50221 -48609 +
9320 -35651 +
25876 28171 -
27764 74924 +
23676 54459 +
42877 -31048 +
34899 -50380 +
39519 -70388 +
33986 -30042 -
4982 98857 +
4132 5265 -
46389 99475 +
16157 7054 -
5224 -75379 -
52703 59392 +
24026 -10642 +
8499 21161 +
32155 -81792 -
50576 77253 -
14073 40798 -
46166 -95356 -
36643 23880 +
51047 72164 +
46947 92864 -
34470 22453 +
45548 70262 -
35478 21084 +
19246 19646 +
4858 74588 +
12347 847 -
15258 86396 +
1168 -16661 -
42001 -99474 +
25080 -87825 +
30815 -65466 +
26504 13615 -
20163 25439 +
6419 -70670 -
50569 -78093 +
6791 64261 -
51135 -42044 +
23043 -99736 -
20781 49520 -
28128 15821 -
38812 -85810 -
264 51146 -
47019 96390 +
934 -86383 -
17199 9440 -
37336 29996 -
4654 78362 -
52648 -47333 +
37943 -21515 +
4454 -62289 -
21688 -82149 -
37615 89483 -
39499 32354 -
11168 -47633 +
28907 -11446 +
17550 -64633 +
51540 -92148 -
27041 64183 +
18918 8288 +
10996 36671 -
40021 -48275 +
17 -26656 -
12296 25645 +
50646 -60739 -
51913 -51603 -
5458 -54587 -
20870 -90206 -
21257 38430 -
18693 -58923 +
44834 78101 -
43569 73506 -
45777 -33801 -
6971 -90797 +
21536 -39467 +
46452 -15188 +
7880 -61159 -
51747 -3810 -
11202 -40980 +
29593 50562 +
52486 32671 -
44906 90051 -
32195 8873 -
6328 98858 +
3189 89003 -
20271 -41911 +
11855 64028 -
8816 74973 -
48705 98772 +
20534 74301 -
46762 57424 -
12840 13201 +
13671 98436 +
29557 99392 +
31916 -81074 +
1613 95670 +
46280 -77600 +
27508 -83473 +
48573 98811 -
10048 2587 -
38567 -76462 +
48213 81924 -
40682 -43894 +
24955 -21106 -
44091 47732 -
45780 79761 +
21976 20554 -
25008 -44479 -
48870 -92075 +
4831 89994 -
16911 89423 -
963 -91433 +
2744 79225 -
10667 -46643 +
1769 24128 -
37678 29011 -
9653 -55339 -
14842 -35686 -
37094 -1087 -
40624 -91229 +
24257 -28130 +
27394 91711 -
10197 -6331 -
16767 96890 -
2202 8902 +
21736 -63351 -
24389 -71050 -
24747 23385 +
10439 4269 -
29319 44736 +
52127 -81511 -
44329 -94487 -
38026 -75136 +
558 -97262 -
3051 50554 -
9175 -35872 +
35586 -10259 -
16086 35360 -
23534 53201 +
8450 90067 +
51214 -25983 -
50723 -12514 -
36755 83054 +
38116 37385 +
30018 -74640 +
37343 85108 -
40838 -89406 -
26615 83955 -
28277 -88180 +
43711 2795 -
24125 45483 +
22561 90243 +
39091 44427 +
12327 58495 +
40963 20029 -
20656 -27192 -
29421 -17194 +
45159 18087 -
27135 44622 +
6458 -88113 -
12490 -18473 +
48170 63799 +
41758 -94972 -
47742 -84736 -
24491 85436 +
20616 30062 -
16445 86292 -
52239 -75317 +
47959 51324 +
33087 71932 -
27055 17701 +
29683 68314 -
32911 46693 +
13089 -3592 +
29443 -27308 -
13163 -46961 -
49071 -18160 -
27293 27480 -
21459 -47958 +
30951 18971 -
10779 78164 -
51264 61228 -
42344 3699 -
42612 11582 +
5604 -88494 +
29647 -59376 +
31814 61871 +
35298 8059 +
38023 -73236 -
31949 25241 +
3112 -12636 -
1409 8122 -
15998 -88718 +
35739 37637 -
10164 71199 +
29905 53463 -
3891 80686 +
51255 58260 +
10528 25996 -
8032 12503 -
21071 -53243 -
16246 78996 +
13172 -2306 +
10377 -98215 +
9369 -60972 +
3470 52913 -
94459 169
53026 -12525 -
56176 -37864 -
54484 -46409 -
63581 -72984 +
48719 -35557 -
33472 -35155 +
96 -59707 +
88687 68385 -
45241 -77590 -
31463 2211 -
53400 67766 +
1113 57386 -
4769 -76332 +
56741 23692 +
3758 31576 +
6395 -8234 -
10320 55066 +
51741 -17326 -
69980 80763 -
30781 16115 +
79943 29914 +
36873 -35798 +
45958 -28996 +
57022 26914 +
35007 71606 +
76034 28608 -
33779 39973 -
51958 -88393 -
94109 -2147 +
25270 -29751 -
88269 -99325 +
40246 -13033 -
53253 -8362 +
2534 16077 -
5452 -39421 -
17115 5200 -
23092 -31425 -
59356 -55831 -
10961 36910 +
60751 -38428 +
39753 88658 -
22349 72006 +
91815 63679 -
69356 -87502 -
87394 20768 -
43364 42938 -
43551 -14705 -
87143 9949 -
41845 -56425 +
2360 10664 +
41216 33240 -
24100 -93874 +
48994 55788 -
21591 -19367 +
27119 -34339 -
84926 -65454 -
81546 -96141 -
49852 -42857 +
44933 -8584 -
77928 7290 +
72734 35133 +
41392 -84355 -
69027 -47193 -
38056 48181 -
31682 -10381 -
61931 -46446 -
41370 -13769 -
5756 -536 -
74955 -64768 -
44805 -36283 -
8905 -20579 -
65358 -6095 -
24314 68093 +
73009 -88039 +
35865 18641 -
31056 9 -
54206 -44703 -
13142 64802 -
87864 -36728 -
39765 -84646 +
75888 -24867 -
69947 -93153 +
23893 99664 +
81188 28258 +
51829 -24697 +
5701 -75122 -
86429 -91102 +
52554 -93288 +
83752 -95275 +
60983 -72666 -
42933 -35421 -
33412 65275 +
82557 -81141 +
80178 -4820 +
10894 -58740 +
71109 76066 +
67948 -98353 +
62827 56033 -
19705 -87579 +
17364 42167 +
73258 -13122 -
49425 -9791 -
5715 -21910 +
79141 13014 +
48852 46168 -
84721 8679 +
64418 -22572 +
5471 96618 -
73224 5970 +
68232 52692 -
46565 -13677 +
32359 -11364 +
3210 -52068 +
67061 -50887 -
47702 92538 +
49066 38063 +
1694 -86350 -
20243 83693 -
400 49745 +
90228 -76048 +
35624 29222 +
69453 -3718 -
36450 -23010 -
5709 22904 +
47632 -96637 +
77404 95185 +
41073 -16281 +
1522 3272 +
78711 -10100 +
90176 36639 +
82809 -71356 +
64822 -2579 -
988 85921 -
13958 -46272 +
75249 -87789 -
49483 13456 +
59105 95316 -
20033 -23731 +
80062 38830 +
61169 -81603 -
45287 24012 -
34357 37715 +
13208 36346 +
27417 -48359 +
60894 -40539 +
74915 -10524 +
64781 -95109 -
33839 49548 +
54811 -4070 -
69041 -88193 -
49587 49849 -
42803 -7388 -
31759 62640 +
5661 -30031 +
43402 23466 +
48662 -75531 -
6392 -38575 +
78632 91821 -
84972 435 +
1389 -19036 -
23210 -34795 +
13239 -82556 -
30914 -18240 +
56626 86463 +
56394 89713 +
92983 35625 -
85926 -22855 +
45412 -27304 -
77641 90917 -
3900 317
3514 43153 -
2300 19125 +
3443 62279 +
2912 23773 -
2362 -55083 +
273 -85918 -
3581 73982 -
1395 -19187 -
3783 13317 -
2619 -31374 -
2240 24995 -
3200 -67800 +
3744 22781 +
961 -77212 -
3081 -97679 +
1664 -8123 +
1235 -55194 +
861 -68238 -
346 14751 -
1667 -1470 -
1677 23053 +
1331 1927 -
1412 95562 -
509 83990 +
2254 -42439 +
978 -8137 +
1994 -69773 +
832 -64525 +
317 -64499 +
1532 56893 +
1827 9594 +
1718 11781 +
3512 29649 +
2735 -18878 +
1288 -39888 +
3751 -92397 +
354 27747 +
829 -22973 +
3665 -54951 +
3527 -90143 +
3566 39654 -
1641 49575 +
16 83791 +
3625 72150 +
1009 65564 +
981 84718 +
588 30152 -
2700 48815 -
1690 -39489 +
2802 64643 -
2010 26885 +
3171 58550 -
179 36974 -
2856 6765 -
36 13295 +
303 -60656 +
1061 27866 -
2402 24207 -
1674 51712 -
1424 -37606 +
1543 -38381 +
3497 -30010 +
3500 -32770 +
1886 -49334 +
2913 -9663 +
1137 -88917 +
799 -40224 -
3188 -85968 +
2769 1917 +
3192 71787 +
3060 71126 +
395 34234 -
3806 -16305 -
2736 -39487 +
1244 -89382 +
1980 -53803 +
3185 -37509 -
2671 -25276 +
2324 -6321 +
3527 79166 +
1316 68779 -
3642 29557 +
2130 -22136 -
1465 -78466 +
2274 51790 -
3512 82885 -
606 -70281 -
1680 35018 +
367 -40206 +
3713 93216 +
235 29544 -
915 90051 -
463 -24350 +
1289 81627 -
837 28076 +
49 -14257 +
3057 -80129 -
2890 -92660 +
3273 -16026 +
3253 -53814 +
382 8286 -
1470 23026 +
3221 -49379 -
1360 92429 -
3004 44018 +
20 -25554 -
637 66733 +
1548 -99320 +
2130 -45358 +
1178 -98628 -
1896 -34357 -
1974 57446 -
158 -81578 +
624 46434 -
640 93398 -
3445 -44413 +
71 -77564 -
1244 97763 -
3073 -17931 +
2475 -38432 -
1758 53789 -
800 -74611 +
481 35850 +
2346 -17265 -
545 -17175 +
3775 78669 +
3351 -89290 -
1066 -99988 +
2046 -59332 -
1329 76659 +
666 7375 +
3324 -51459 -
2478 -84982 +
2492 -27475 -
3424 48575 +
3593 -23878 +
1337 -50756 +
2251 -28495 -
876 -92801 +
1041 71899 -
479 75367 +
443 -51763 -
2759 76448 +
85 -31280 +
2945 81061 -
2869 24247 +
2831 -20613 +
330 -40828 -
4 12070 +
105 -79997 -
130 -13080 -
441 -16363 -
906 -1902 -
1463 -97785 -
1057 -55612 -
362 15607 -
1392 92126 +
2334 -66724 +
3053 48137 +
2458 -27958 -
1147 93046 +
599 8027 -
2645 -9080 +
2932 -6076 -
2341 -108 +
2780 58729 +
1757 -24438 -
3839 -22774 -
2194 44505 -
2031 79897 -
3568 41329 -
2214 -97340 +
245 22427 -
3608 73012 +
432 -21325 -
2780 -29405 -
2221 -60490 +
1996 -35090 -
2969 -72769 +
1818 90156 +
2172 47635 +
1922 74496 -
3154 -98114 +
3000 -92219 +
2803 -93967 +
216 -96563 -
3634 -47916 +
762 -72 -
1682 -96341 -
1040 92852 -
1274 -677 -
905 -11048 -
3729 -3505 +
1244 -38462 -
3191 -18560 -
246 -70467 +
435 -57838 -
1246 36917 +
577 -57200 -
711 -50024 +
1927 1840 -
3718 -62696 -
1786 36195 +
2924 4412 +
598 18644 +
2485 19335 -
2425 -53575 +
1923 62183 +
2084 80021 +
3552 -5969 +
1530 -82254 +
1054 -72094 +
850 -3080 +
3069 -76464 +
2712 -72462 -
1070 -87878 +
374 21221 -
1831 64345 +
1712 25039 +
196 69133 -
2687 45432 +
1555 -81420 -
25 -84533 +
3819 55964 -
1281 -37627 -
3565 65222 -
2797 -55918 -
2076 72850 +
492 -72757 +
2847 91228 -
1606 91731 -
2485 -40885 -
1126 -25412 -
2552 31783 +
562 64815 -
2397 -61654 -
2224 23534 +
1887 22200 +
2782 -45830 -
1567 -16099 -
1565 -5612 +
2166 24314 +
288 75903 -
1296 -25332 +
578 65500 +
2443 61095 -
1690 -84780 -
520 28987 -
598 76697 +
585 -30240 +
493 91862 -
324 24284 -
1323 57003 +
1902 -14735 -
3159 -13802 +
2071 52232 +
3015 66481 -
2658 46305 +
2751 -17512 +
3055 -1517 +
150 13106 -
3222 -59026 -
2691 12180 +
508 23690 +
2012 -90679 -
230 -94333 +
1997 69774 -
3595 69541 -
895 -2501 -
703 10089 +
2447 86182 -
2908 45564 +
2000 -52835 -
1859 42092 -
2496 -48560 -
1992 -93779 -
2113 -30271 +
1557 66803 +
3105 -35471 -
323 -94484 -
2918 52869 +
934 -76438 -
1525 -73045 +
2162 -4847 +
2383 -58212 -
783 -13529 -
3728 62123 -
560 81987 +
2343 16849 +
2558 87076 +
377 51333 -
1420 61477 +
3568 -32223 +
3090 -67200 +
1006 -53311 -
1170 -75480 +
3713 -22464 +
1035 35024 +
2580 -77442 -
1879 -99450 +
662 88367 -
3330 72940 +
3742 13179 +
792 -39773 -
1371 -34932 -
2458 -52662 +
2335 33261 +
3838 72586 -
2219 -30986 +
741 -60513 -
2183 -54375 +
951 -36144 +
3657 50592 -
3342 95879 -
622 -35489 -
2443 -85482 -
1777 97472 +
76088 79
57620 22276 +
13383 30146 +
75897 -60704 -
12427 -77118 -
47706 12474 -
31382 -53710 +
5603 3394 +
55801 -17918 -
68706 -3367 -
71984 52037 -
65192 -60744 +
57741 17166 +
29675 80372 -
69913 -69824 +
68273 58208 -
34524 29333 +
72767 29698 -
44505 -69565 +
48899 -97095 +
46467 37828 -
24495 -87721 +
26788 -46033 -
34219 33930 +
62133 -7449 +
51646 59124 -
39552 -42754 +
63442 -98490 +
22168 -40655 -
48177 50477 -
19515 45564 -
63580 28166 +
12736 79952 -
2585 -88108 +
20099 26148 +
6164 -77399 -
68912 14223 -
